"id","building_id","car_type","time","temporary_parking_count","subscriptions_count","parking_rate","parked_count","created_at"
1605461,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 03:54:00",6,29,0.0870647,35,"2024-11-04 09:08:50"
1605467,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 04:24:00",6,29,0.0870647,35,"2024-11-04 09:08:50"
1605473,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 04:54:00",6,29,0.0870647,35,"2024-11-04 09:08:50"
1605478,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 05:24:00",6,29,0.0870647,35,"2024-11-04 09:08:50"
1605483,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 05:54:00",5,30,0.0870647,35,"2024-11-04 09:08:50"
1605489,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 06:24:00",5,30,0.0870647,35,"2024-11-04 09:08:50"
1605496,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 06:54:00",5,30,0.0870647,35,"2024-11-04 09:08:50"
1605503,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 07:24:00",5,30,0.0870647,35,"2024-11-04 09:08:50"
1605508,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 07:54:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605514,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 08:24:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605520,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 08:54:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605526,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 09:24:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605532,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 09:54:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605539,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 10:24:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605543,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 10:54:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605549,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 11:24:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605556,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 11:54:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605563,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 12:24:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605564,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 12:54:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605571,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 13:24:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605579,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 13:54:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605585,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 14:24:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605591,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 14:54:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605599,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 15:24:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605604,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 15:54:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605610,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 16:24:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605617,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 16:54:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605622,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 17:24:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605628,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 17:54:00",6,30,0.0895522,36,"2024-11-04 09:08:50"
1605634,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 18:24:00",6,31,0.0920398,37,"2024-11-04 09:08:50"
1605640,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 18:54:00",6,31,0.0920398,37,"2024-11-04 09:08:50"
